Honor;Android;45850;no;no;5;2;16;4;2250;184;2013;728;118,44;39,05;         
Others;Android;17,78;no;no;;0;32;2;4000;184;2019;198;179,76;75,14;         
Celkon;Android;42644;no;no;;0;32;2;4000;184;2019;190;180,4;72,98;         
Others;Android;45850;yes;no;13;8;32;2;4000;183,6;2019;407;114,74;86,97;         
Lenovo;Android;45850;yes;no;13;8;32;2;4000;183,6;2019;415;114,74;75,02;         
Samsung;Android;45912;yes;no;16;32;64;4;4000;183,5;2016;791;680,67;255,63;         
Gionee;Android;44470;yes;no;16;32;64;4;4015;183,2;2017;662;391,35;156,49;         
Honor;Android;16,23;yes;no;8;5;256;8;3300;183;2020;355;918;237,72;         
LG;Android;15,29;yes;no;13;16;128;8;4200;183;2019;505;280,28;147,72;         
Lenovo;Android;25,43;yes;no;13;16;128;8;4200;183;2019;223;279,81;138,57;         
Others;Android;47392;no;no;;0,3;128;8;4000;183;2020;281;369,3;155,69;         
Alcatel;Others;46874;no;no;;0,3;128;8;4000;183;2020;271;368,8;149,85;         
Others;Android;42644;no;no;;0,3;128;6;4500;183;2019;348;251,19;115,50;         
Samsung;Android;27576;no;no;;0,3;128;6;4500;183;2019;449;251,22;106,22;         
Samsung;Android;20,32;yes;no;13;16;256;4;4000;183;2018;658;1300,24;250,39;         
Vivo;Android;45915;yes;no;13;13;128;4;3700;183;2018;598;599,47;119,47;         
Motorola;Android;27729;yes;no;12;5;128;4;4500;183;2019;298;419,2;189,22;         
Honor;Android;16,23;yes;no;8;5;128;4;4000;183;2019;369;951,52;275,94;         
LG;Android;45884;yes;no;12;5;64;4;3800;183;2018;645;358,95;143,65;         
Lenovo;Android;16,23;yes;no;12;5;64;4;3400;183;2017;809;260,07;112,45;         
Motorola;Android;15,27;yes;no;12;5;64;4;3400;183;2018;567;230,53;86,84;         
Others;Android;45850;no;no;8;5;64;4;3800;183;2018;704;282,21;86,45;         
Micromax;Android;42644;no;no;;0,3;64;4;4000;183;2019;264;174,16;101,95;         
Nokia;Others;43221;no;no;;0,3;64;4;4000;183;2019;503;174,16;96,59;         
Others;Android;45850;no;no;13;8;32;4;3065;183;2016;819;190,35;77,98;         
Xiaomi;Android;45884;yes;no;8;5;32;4;4000;183;2015;779;169,29;90,71;         
Oppo;Android;15,29;yes;no;13;8;16;4;2600;183;2015;823;200,82;97,14;         
Microsoft;Windows;32478;yes;no;12;5;32;3;4000;183;2019;461;148,74;84,23;         
Asus;Android;17,78;yes;no;13;8;32;2;4000;183;2019;259;84,63;77,18;         
LG;Android;30651;yes;no;13;7;32;2;4000;183;2019;520;84,63;63,16;         
Huawei;Android;15,32;yes;no;13;16;128;8;4000;182;2019;431;314,87;207,30;         
Huawei;Android;15,34;yes;no;13;16;128;8;4000;182;2019;281;314,87;168,22;         
Samsung;Android;20,42;no;no;13;16;256;4;3570;182;2018;513;481,42;139,28;         
Huawei;Android;30651;yes;no;13;16;256;4;4000;182;2018;390;289,58;135,16;         
Vivo;Android;16,69;yes;yes;13;16;128;4;3500;182;2018;452;459,84;181,78;         
Huawei;Android;16,59;yes;no;13;16;64;4;4000;182;2017;710;580,06;150,93;         
LG;Android;15,37;yes;no;13;8;64;4;4010;182;2017;750;280,2;96,67;         
Samsung;Android;45912;yes;no;16;20;32;4;3300;182;2016;785;300,43;97,45;         
ZTE;Android;16,89;yes;yes;13;8;32;4;5000;182;2017;734;130,58;86,88;         
Alcatel;Android;45850;yes;no;8;5;32;4;3400;182;2014;578;280,85;114,75;         
Karbonn;Android;31229;no;no;;0,3;128;8;4315;181,5;2020;145;630,25;259,91;         
ZTE;Android;47392;no;no;;0,3;128;8;4315;181,5;2020;165;545,57;201,46;         
Others;Android;45845;yes;no;13;16;128;4;3900;181,5;2018;475;551;143,97;         
Huawei;Android;25,43;yes;no;13;16;64;4;3900;181,5;2017;540;451,08;149,49;         
Others;Android;42644;no;no;;0,3;256;8;4000;181,4;2020;236;934,15;240,67;         
Lenovo;Android;28825;yes;no;8;5;128;8;4025;181;2019;330;439,33;134,32;         
Micromax;Android;45850;no;no;8;5;128;8;4025;181;2019;397;440,55;130,11;         
Others;Android;45850;yes;no;8;5;64;6;3550;181;2019;249;303,44;99,75;         
Gionee;Android;15,24;yes;no;8;5;64;6;3550;181;2019;255;303,44;86,06;         
Huawei;Android;15,32;yes;no;13;16;64;4;4000;181;2018;386;180,06;120,94;         
Others;Android;45680;yes;no;13;8;64;4;4000;181;2018;543;180,64;89,70;         
Acer;Others;45770;no;no;16;32;32;4;5000;181;2017;797;248,12;148,40;         
Others;Android;45770;no;no;13;13;32;4;5000;181;2017;754;220,61;114,33;         
Asus;Android;15,29;yes;no;13;8;32;4;3600;181;2017;683;198,68;99,95;         
LG;Android;30651;no;no;13;8;32;4;4000;181;2019;317;129,19;97,45;         
LG;Android;45915;yes;no;13;8;32;4;5000;181;2017;612;270,5;76,93;         
LG;Android;27729;yes;no;5;2;32;4;3000;181;2015;759;339,78;123,74;         
Xiaomi;Android;15,32;yes;no;13;12;16;4;3600;181;2017;551;200,55;109,32;         
Alcatel;Android;27729;yes;no;8;5;16;4;3300;181;2018;443;201,19;69,80;         
BlackBerry;Others;27576;yes;no;8;5;32;4;5000;180,3;2014;950;170,33;64,13;         
Panasonic;Android;42644;no;no;;0,3;128;8;4300;180;2020;110;741,97;276,15;         
XOLO;Android;42644;no;no;;0,3;128;8;4300;180;2020;186;738,82;240,55;         
Lenovo;Android;42644;no;no;;0,3;128;8;4025;180;2020;146;398,77;224,15;         
Samsung;Others;43221;no;no;;0,3;128;8;4025;180;2020;326;339,15;213,64;         
LG;Android;47392;no;no;;0,3;128;8;4025;180;2020;218;399,55;201,78;         
Others;Android;27576;no;no;;0,3;128;8;4300;180;2020;208;648,14;197,98;         
Micromax;Android;47392;no;no;;0,3;128;8;4300;180;2020;232;651,01;187,76;         
Karbonn;Android;42644;no;no;;0,3;128;8;4025;180;2020;306;339,15;148,13;         
Honor;Android;14,83;yes;no;13;16;128;6;3930;180;2019;202;419,88;183,73;         
BlackBerry;Android;47392;yes;no;5;2;128;6;4300;180;2020;310;654,48;175,83;         
Samsung;Android;45850;no;no;5;2;128;6;4300;180;2020;194;654,48;136,08;         
Lenovo;Android;42644;no;no;2;0,3;64;6;4000;180;2020;113;169,99;95,68;         
Microsoft;Windows;32478;yes;no;13;16;256;4;4000;180;2018;410;570,68;224,68;         
Xiaomi;Android;16,94;yes;no;13;16;256;4;4000;180;2019;305;399,34;139,98;         
ZTE;Android;15,24;yes;no;13;16;128;4;3430;180;2018;399;510,02;213,13;         
Huawei;Android;15,24;yes;no;13;16;128;4;3500;180;2019;320;165,75;134,96;         
Huawei;Android;30651;yes;no;13;13;128;4;3500;180;2019;200;165,75;118,48;         
Samsung;Android;31382;yes;no;8;5;128;4;4230;180;2019;411;150,79;96,58;         
ZTE;Android;45850;no;no;8;5;128;4;4230;180;2019;277;149,44;91,32;         
Asus;Android;15,47;no;no;5;2;128;4;3500;180;2019;188;290,36;101,55;         
Sony;Android;27729;yes;no;13;13;64;4;4000;180;2018;700;617,5;110,15;         
Samsung;Android;27729;yes;no;13;8;64;4;5000;180;2017;665;259,81;101,30;         
Honor;Android;27729;yes;no;13;8;64;4;5000;180;2018;386;160;81,38;         
Karbonn;Android;30651;no;no;13;8;64;4;4000;180;2017;603;361,39;79,24;         
Karbonn;Android;45850;no;no;12;5;64;4;3500;180;2017;554;290,61;108,00;         
Alcatel;Android;17,78;no;no;12;5;64;4;4000;180;2019;256;129,75;88,46;         
Meizu;Android;30651;yes;no;12;5;64;4;4000;180;2018;442;161,25;83,46;         
Panasonic;Android;45850;yes;no;8;5;64;4;3500;180;2018;485;399,1;100,39;         
Alcatel;Android;17,78;no;no;5;2;64;4;3500;180;2019;459;168,56;120,23;         
Huawei;Android;32478;yes;no;5;2;64;4;3500;180;2019;434;168,56;112,77;         
Karbonn;Android;47392;no;no;;0,3;64;4;3330;180;2019;328;999,74;237,09;         
Nokia;Android;45791;yes;no;;0,3;64;4;3000;180;2019;252;429,1;118,25;         
HTC;Android;15,29;yes;no;13;16;32;4;3000;180;2017;668;278,73;124,85;         
Asus;Android;15,24;yes;no;13;8;32;4;3100;180;2017;894;119;82,42;         
Realme;Android;15,29;yes;no;13;8;32;4;3000;180;2017;792;119,34;82,27;         
Coolpad;Android;30651;yes;no;13;8;32;4;2600;180;2013;1057;161,82;67,03;         
Motorola;Android;32478;yes;no;8;5;32;4;3500;180;2018;642;150,28;67,21;         
LG;Android;47392;yes;no;8;5;32;4;2500;180;2015;816;160,72;60,20;         
Realme;Android;15,37;yes;no;8;5;32;4;5000;180;2015;862;139,96;54,34;         
ZTE;Android;30651;yes;no;13;8;16;4;2500;180;2014;675;149,61;96,82;         
Huawei;Android;15,21;yes;no;13;5;16;4;2620;180;2017;786;190,33;60,88;         
Acer;Android;47392;no;no;8;5;16;4;2450;180;2014;983;168,59;64,87;         
Nokia;Android;45791;yes;no;5;2;16;4;2300;180;2014;553;270,99;65,68;         
Motorola;Android;47392;yes;no;5;2;16;4;2100;180;2014;561;99,76;48,18;         
XOLO;Android;45850;no;no;5;2;16;4;1900;180;2014;759;90,56;39,55;         
Samsung;Android;12693;no;no;5;2;16;4;1500;180;2013;706;101,12;38,61;         
Others;Android;17,78;no;no;12;5;32;3;4000;180;2018;478;120,36;84,40;         
Sony;Android;42644;no;no;5;2;32;3;3500;180;2019;417;141,19;63,14;         
Lava;Android;47392;no;no;5;2;32;3;3500;180;2019;249;141,19;60,61;         
Nokia;Others;46874;no;no;0,3;0,3;16;2;3000;180;2020;356;98,69;57,71;         
Nokia;Others;22828;no;no;0,3;0,3;16;2;3000;180;2020;260;101,28;53,96;         
Others;Android;42644;no;no;0,3;0,3;16;2;3000;180;2020;293;59,59;40,07;         
Nokia;Others;22828;no;no;0,3;0,3;16;2;3000;180;2020;193;60,35;37,20;         
Others;Android;30651;yes;no;13;16;128;6;4500;179;2019;224;280,31;182,52;         
ZTE;Android;30651;yes;no;12;5;128;6;4500;179;2019;202;279,65;200,74;         
Lenovo;Android;45850;no;no;12;5;64;6;4030;179;2019;406;261,96;132,46;         
Panasonic;Android;45850;yes;no;12;5;64;6;4030;179;2019;215;237,99;122,19;         
Xiaomi;Android;16,69;yes;yes;16;25;32;4;4000;179;2014;808;430,74;145,07;         
HTC;Android;15,24;yes;no;13;13;32;4;3300;179;2017;790;169,17;118,95;         
XOLO;Android;32478;no;no;13;8;32;4;2580;179;2016;770;121,11;71,43;         
Oppo;Android;16,69;yes;yes;21;32;16;4;2390;179;2015;1020;260,56;133,39;         
Alcatel;Android;45850;no;no;13;8;32;3;3500;179;2019;216;200,42;91,62;         
Others;Android;30651;yes;no;13;7;32;3;3500;179;2019;463;199,86;64,76;         
Huawei;Android;20,42;yes;no;13;16;128;6;4000;178;2019;223;289,12;183,97;         
Asus;Android;30651;yes;no;13;16;128;6;4000;178;2019;539;259,56;177,72;         
Sony;Android;15,24;yes;no;13;16;128;6;4000;178;2019;244;290,12;171,31;         
Motorola;Android;27729;yes;no;13;16;128;6;4000;178;2019;202;260,59;157,41;         
Xiaomi;Android;45853;yes;no;13;16;64;6;4000;178;2019;351;200,28;154,03;         
Vivo;Android;15,32;yes;no;13;16;64;6;4000;178;2019;206;199,25;147,90;         
Alcatel;Android;20,32;yes;no;8;5;256;4;4000;178;2017;624;1199,63;107,05;         
LG;Android;20,32;yes;no;8;5;128;4;4000;178;2017;839;400,92;170,71;         
Microsoft;Windows;32478;yes;no;13;16;64;4;4000;178;2019;445;280,84;155,04;         
Others;Android;15,24;yes;no;13;16;64;4;4000;178;2019;244;280,1;126,13;         
Oppo;Android;16,31;yes;no;13;8;64;4;4000;178;2018;535;181,78;102,00;         
LG;Android;15,77;yes;no;12;5;64;4;3300;178;2018;504;240,32;125,23;         
Oppo;Android;47392;yes;no;5;2;64;4;4000;178;2019;187;150,81;73,49;         
ZTE;Android;30651;yes;no;13;12;32;4;3300;178;2018;694;189,97;107,59;         
Vivo;Android;30651;yes;no;13;8;32;4;3000;178;2017;607;200,65;87,81;         
LG;Android;15,37;yes;no;13;8;32;4;3300;178;2018;452;189,8;85,34;         
Samsung;Android;15,24;yes;no;13;8;16;4;2500;178;2015;903;181,05;70,13;         
ZTE;Android;45850;yes;no;5;2;16;4;2000;178;2015;962;140,27;60,17;         
Others;Android;45850;yes;no;8;5;64;3;4000;178;2019;280;180,66;76,54;         
Celkon;Android;42644;no;no;;0,3;32;3;4000;178;2019;316;99,7;95,13;         
Others;Android;17,78;no;no;;0;32;3;4000;178;2019;356;100,08;82,93;         
Oppo;Android;45850;yes;no;13;8;32;4;3400;177,6;2013;817;369,37;95,34;         
Others;Android;47392;no;no;2;0,3;128;6;4500;177;2020;121;339,99;171,21;         
Sony;Android;13,87;yes;no;13;16;128;4;3000;177;2018;440;501,19;182,08;         
Meizu;Android;15,29;yes;no;13;16;128;4;3000;177;2018;682;500,57;141,27;         
Asus;Android;15,21;yes;no;8;5;128;4;3260;177;2018;604;549,82;168,11;         
Others;Android;42644;no;no;;0,3;128;4;3300;177;2018;386;519,38;217,11;         
Samsung;Android;15,29;yes;no;13;16;64;4;3600;177;2017;854;499,6;134,69;         
Samsung;Android;15,34;yes;no;13;12;64;4;5100;177;2016;628;241,16;106,78;         
Lenovo;Android;25,43;yes;no;13;10;64;4;3500;177;2018;530;480,75;105,70;         
Huawei;Android;14,35;yes;no;12;5;64;4;2658;177;2018;641;1150,32;265,99;         
Asus;Android;30651;yes;no;12;5;64;4;3500;177;2018;575;249,45;111,53;         
Others;Android;42644;no;no;;0,3;64;4;4000;177;2018;655;149,47;102,94;         
Asus;Android;42644;no;no;8;5;32;4;3000;177;2015;569;110,74;69,64;         
Xiaomi;Android;45850;yes;no;13;7;16;4;3200;177;2014;740;211,8;64,02;         
Asus;Android;15,24;no;no;12;5;16;4;1400;177;2013;779;199,76;56,57;         
Lenovo;Android;28825;no;no;8;5;16;4;3300;177;2018;642;149,44;87,33;         
Huawei;Android;45850;yes;no;8;2;16;4;2000;177;2014;566;150,18;47,64;         
Oppo;Android;27729;yes;no;8;2;16;4;2515;177;2014;831;119,23;44,63;         
ZTE;Android;45850;yes;no;8;5;32;2;4000;177;2020;352;131,7;65,79;         
Lenovo;Android;28825;no;no;8;5;16;4;3000;176,9;2013;1088;229,73;56,43;         
Others;Android;30651;yes;no;8;5;64;4;3450;176,6;2019;335;358,69;147,77;         
Alcatel;Android;32478;yes;no;13;8;16;4;1625;176,5;2013;689;169,79;98,99;         
Huawei;Android;20,42;yes;no;13;16;128;8;4500;176;2019;393;279,65;193,30;         
Others;Android;27576;no;no;;0,3;128;8;4500;176;2020;199;270,21;179,94;         
Karbonn;Android;47392;no;no;;0,3;128;8;4500;176;2020;343;319,48;156,47;         
Vivo;Android;16,23;yes;no;13;16;128;6;4000;176;2020;141;158,77;125,43;         
Realme;Android;15,39;yes;no;13;13;128;6;4000;176;2020;327;159,75;118,30;         
Micromax;Android;30651;no;no;13;14;128;4;3500;176;2019;481;155,64;120,24;         
Vivo;Android;15,32;yes;no;13;13;128;4;3500;176;2019;491;155,64;117,03;         
Vivo;Android;16,59;yes;no;21;32;64;4;3900;176;2014;768;300,48;81,13;         
Sony;Android;15,24;yes;no;13;16;64;4;3750;176;2018;455;319,38;160,56;         
Lenovo;Android;17,65;yes;no;13;13;64;4;3000;176;2019;390;298,17;111,19;         
Honor;Android;16,23;yes;no;13;13;64;4;4000;176;2019;516;150,05;110,53;         
ZTE;Android;45850;yes;no;13;8;64;4;3760;176;2018;434;150,63;100,52;         
ZTE;Android;27729;yes;no;13;8;64;4;4000;176;2020;362;160,2;87,06;         
LG;Android;45767;no;no;13;8;64;4;4000;176;2019;354;130;82,76;         
Others;Android;30651;yes;no;13;8;64;4;4000;176;2020;223;157,7;82,59;         
Vivo;Android;45915;yes;no;13;8;64;4;4000;176;2019;248;129,83;82,37;         
Lenovo;Android;15,24;yes;no;13;8;64;4;4000;176;2019;253;150,84;81,70;         
ZTE;Android;45850;no;no;5;2;32;4;1800;176;2015;886;120,43;48,61;         
Acer;Android;45675;no;no;13;5;16;4;2800;176;2017;872;79,04;62,32;         
Samsung;Android;31382;yes;no;8;5;16;4;5000;176;2015;1054;219,79;94,49;         
Meizu;Android;32478;yes;no;8;5;16;4;4000;176;2013;630;189,07;67,01;         
HTC;Android;45850;yes;no;8;5;16;4;2100;176;2013;1088;220,5;60,35;         
Micromax;Android;15,24;no;no;8;2;16;4;2250;176;2013;549;230,61;51,91;         
Honor;Android;45882;yes;no;12;5;1024;4;4100;175;2019;291;1050,76;262,36;         
Others;Android;15,29;yes;no;13;16;128;4;3450;175;2018;702;459,88;170,27;         
Nokia;Windows;45850;yes;no;13;10;128;4;3600;175;2018;682;299,41;106,53;         
Apple;iOS;15,27;yes;no;20;32;64;4;3250;175;2016;903;241,63;85,96;         
Vivo;Android;16,59;yes;no;16;32;64;4;4070;175;2016;765;329,22;145,58;         
Others;Android;27729;yes;no;16;25;64;4;4070;175;2017;595;278,47;133,83;         
Samsung;Android;32478;yes;no;13;16;64;4;3400;175;2018;372;380,55;154,78;         
Huawei;Android;15,24;yes;no;13;16;64;4;3750;175;2018;718;271,13;142,77;         
Vivo;Android;45884;yes;no;13;16;64;4;3600;175;2017;592;389,3;139,08;         
Honor;Android;16,23;yes;no;13;16;64;4;7300;175;2018;487;579,42;126,02;         
ZTE;Android;30651;yes;no;13;8;64;4;4100;175;2015;914;319,86;91,03;         
Samsung;Android;30651;yes;no;12;5;64;4;3300;175;2018;496;269,63;133,80;         
LG;Android;25,43;yes;no;21;32;32;4;3500;175;2015;1047;298,83;124,46;         
Huawei;Android;15,32;yes;no;16;20;32;4;3000;175;2017;669;200,57;80,99;         
Others;Android;30651;yes;no;16;20;32;4;4100;175;2016;862;189,07;80,83;         
Google;Android;45850;yes;no;13;8;32;4;4000;175;2018;533;150,7;73,51;         
BlackBerry;Others;44470;yes;no;13;8;32;4;5000;175;2017;858;179,98;70,71;         
HTC;Android;30651;yes;no;12;5;32;4;4000;175;2017;823;259,2;103,59;         
Others;Android;27729;yes;no;12;5;32;4;4000;175;2018;607;299,12;102,65;         
ZTE;Android;15,27;yes;no;8;5;32;4;7300;175;2018;453;279,34;87,79;         
Alcatel;Android;17,78;no;no;8;5;32;4;2100;175;2014;658;160,29;76,31;         
Micromax;Android;45850;yes;no;8;5;32;4;2100;175;2013;894;158,15;72,72;         
Karbonn;Android;17,78;no;no;8;5;32;4;2200;175;2017;689;87,84;63,23;         
Samsung;Android;45850;yes;no;8;5;32;4;2280;175;2018;563;90,01;54,55;         
Samsung;Android;15,24;yes;no;13;16;16;4;3300;175;2015;913;298,73;125,34;         
Apple;iOS;45770;yes;no;13;8;16;4;3060;175;2016;789;189,84;90,75;         
Samsung;Android;32478;yes;no;13;8;16;4;4100;175;2016;1042;171,06;75,87;         
Realme;Android;15,34;yes;no;13;8;16;4;3000;175;2018;480;139,55;74,47;         
ZTE;Android;27729;yes;no;8;5;32;3;4000;175;2019;200;129,62;97,74;         
Spice;Android;17,78;no;no;8;5;32;3;4000;175;2019;482;129,27;88,82;         
Acer;Android;30651;yes;no;13;8;32;4;3400;174,9;2016;877;108,59;71,51;         
HTC;Android;45850;yes;no;13;16;128;6;3750;174;2019;265;225,11;165,63;         
Huawei;Android;45915;yes;no;13;16;128;6;3750;174;2019;239;225,11;164,20;         
Samsung;Android;34304;yes;no;13;16;128;6;3750;174;2019;489;203,15;144,72;         
Samsung;Android;15,32;yes;no;13;16;128;6;3750;174;2019;211;203,15;136,97;         
Xiaomi;Android;16,59;yes;no;13;16;128;4;3500;174;2018;574;210,6;148,15;         
Acer;Android;17,78;yes;no;13;8;128;4;4050;174;2016;629;168,88;84,46;         
Lenovo;Android;45850;yes;no;12;5;128;4;5000;174;2019;363;248,71;99,24;         
Xiaomi;Android;45850;yes;no;12;5;64;4;2716;174;2017;629;999;92,03;         
Gionee;Android;30651;yes;no;16;20;32;4;3200;174;2016;728;230,31;102,04;         
Lenovo;Android;17,78;no;no;12;5;32;4;3000;174;2018;616;239,78;86,29;         
Samsung;Others;43221;no;no;10;5;32;4;4000;174;2014;668;130,47;50,73;         
XOLO;Android;45850;no;no;8;5;32;4;4000;174;2018;635;99,69;55,85;         
Alcatel;Android;17,78;no;no;5;2;32;4;2580;174;2016;622;120,13;62,74;         
ZTE;Android;30651;yes;no;13;8;16;4;4000;174;2018;426;150;78,97;         
HTC;Android;30651;yes;no;13;5;16;4;3000;174;2018;597;100,49;60,31;         
Nokia;Others;43221;yes;no;5;2;16;4;2250;174;2015;765;51,27;43,84;         
Nokia;Android;15,24;yes;no;12;5;64;4;4030;173,8;2019;489;148,66;137,62;         
Others;Android;20,32;no;no;12;5;64;4;4030;173,8;2019;396;168,88;120,59;         
Asus;Android;30651;yes;no;8;5;16;4;2800;173,8;2014;684;189,63;54,63;         
Huawei;Android;45850;yes;no;13;8;32;4;4010;173,4;2016;661;182,57;94,67;         
BlackBerry;Android;30651;yes;no;12;5;256;4;3300;173;2019;195;529,68;221,37;         
Microsoft;Windows;27729;yes;no;13;8;128;4;4000;173;2018;654;220,01;93,35;         
Others;Android;32478;yes;no;12;5;128;4;3500;173;2017;786;469,39;128,60;         
Realme;Android;15,37;yes;no;13;13;64;4;3200;173;2017;792;301;117,71;         
Sony;Android;45850;yes;no;12;5;64;4;3300;173;2019;465;448,95;116,34;         
HTC;Android;45850;no;no;8;5;64;4;3090;173;2019;523;209,69;65,40;         
Nokia;Android;45733;yes;yes;13;8;32;4;2500;173;2014;988;158,9;80,27;         
Lenovo;Android;30651;yes;no;8;5;32;4;3500;173;2014;814;200,24;81,29;         
Lenovo;Android;45850;yes;no;8;5;16;4;2500;173;2015;1040;131,76;62,15;         
LG;Android;15,44;yes;no;8;5;32;3;5100;173;2019;321;201,14;95,23;         
Xiaomi;Android;45882;yes;no;8;5;32;3;5100;173;2019;251;199,56;73,30;         
Others;Android;42644;yes;no;5;2;32;3;5100;173;2019;234;250,62;93,69;         
Huawei;Android;12693;no;no;5;2;32;3;5100;173;2019;266;248,9;71,37;         
Acer;Android;12693;no;no;8;5;32;4;3000;172,9;2015;818;289,02;72,55;         
Google;Android;30651;yes;no;16;25;64;4;3000;172,5;2016;817;410,17;130,82;         
Others;Android;15,32;yes;no;13;8;32;4;3000;172,3;2018;478;200,63;103,09;         
LG;Android;47392;yes;no;;0,3;128;8;4000;172;2020;293;470,81;194,41;         
Sony;Android;47392;no;no;;0,3;128;8;4000;172;2020;187;470,34;176,07;         
Sony;Android;30651;yes;no;13;16;128;6;3750;172;2019;311;248,6;177,72;         
Xiaomi;Android;16,94;yes;yes;13;16;128;6;3750;172;2019;395;249,12;151,77;         
Honor;Android;16,69;yes;yes;13;16;128;4;3750;172;2018;365;480,07;199,67;         
Gionee;Android;15,24;yes;no;13;16;128;4;3300;172;2018;716;221,4;124,62;         
Huawei;Android;17,78;yes;no;13;12;128;4;3750;172;2017;814;371,33;108,56;         
LG;Android;28825;yes;no;5;2;128;4;3320;172;2019;294;619,7;180,00;         
Samsung;Android;25,53;yes;yes;16;32;64;4;3300;172;2018;394;417,74;178,50;         
OnePlus;Android;16,28;yes;no;16;32;64;4;3300;172;2018;693;299,2;146,85;         
Oppo;Android;16,59;yes;no;16;25;64;4;3300;172;2018;724;300,08;132,68;         
Asus;Android;30651;yes;no;16;20;64;4;3300;172;2017;623;300,37;94,16;         
Samsung;Android;30651;yes;no;13;13;64;4;3750;172;2018;575;299,67;112,33;         
Samsung;Android;25,43;yes;no;13;13;64;4;3000;172;2019;368;250,23;110,59;         
Apple;iOS;45675;yes;no;12;5;64;4;4000;172;2019;382;222,69;159,05;         
Panasonic;Android;45850;yes;no;8;5;64;4;4050;172;2019;289;189,95;93,83;         
Asus;Android;30651;yes;no;8;5;64;4;4050;172;2019;223;190,19;86,65;         
Others;Android;42644;no;no;;0,3;64;4;4045;172;2019;277;143,56;131,92;         
Karbonn;Android;31229;no;no;;0,3;64;4;4045;172;2019;288;143,56;118,89;         
Lenovo;Android;30651;yes;no;16;24;32;4;3000;172;2018;611;229,68;113,23;         
Samsung;Android;25,43;no;no;16;20;32;4;3000;172;2017;610;268,75;77,41;         
Samsung;Android;25,43;yes;no;13;8;32;4;3300;172;2018;716;248,77;97,79;         
Honor;Android;30651;yes;no;13;8;32;4;3060;172;2016;704;220,93;96,14;         
Others;Android;32478;yes;no;13;8;32;4;3000;172;2015;665;181,32;70,73;         
LG;Android;32478;yes;no;13;8;32;4;4000;172;2016;977;180,28;65,27;         
Panasonic;Android;28825;yes;no;8;5;32;4;2500;172;2015;590;139,99;60,28;         
Meizu;Android;15,29;yes;no;13;16;16;4;3300;172;2015;1079;301,03;133,87;         
HTC;Android;45850;no;no;13;8;16;4;3000;172;2016;1003;170,35;84,67;         
Nokia;Windows;47392;yes;no;13;8;16;4;3000;172;2016;607;149,85;73,48;         
Meizu;Android;30651;yes;no;13;5;16;4;2800;172;2017;879;240,06;60,75;         
Samsung;Android;15,32;yes;no;16;20;32;3;2800;172;2019;222;259,07;86,02;         
LG;Android;45850;yes;no;8;5;16;2;4000;172;2019;531;99,7;63,13;         
ZTE;Android;45850;yes;no;8;2;16;2;4000;172;2019;267;98,6;51,45;         
Others;Android;47392;no;no;5;2;32;4;1900;171,8;2013;739;327,98;86,61;         
Samsung;Android;26999;yes;no;13;16;64;4;4000;171,5;2019;371;219,5;121,17;         
LG;Android;15,44;yes;yes;13;8;64;4;4000;171,5;2019;336;221,13;101,25;         
LG;Android;30133;no;no;;0,3;256;12;4025;171;2020;348;509,15;278,75;         
Others;Android;42644;no;no;;0,3;256;12;4025;171;2020;227;509,15;232,23;         
Samsung;Android;12693;yes;no;13;16;128;8;3500;171;2019;333;389,65;227,74;         
Samsung;Android;45770;yes;no;13;16;128;8;3500;171;2019;284;359,79;216,71;         
LG;Android;15,34;yes;no;13;16;128;8;3500;171;2019;520;391,4;215,49;         
Samsung;Android;32478;yes;no;13;16;128;8;3500;171;2019;210;359,22;214,09;         
LG;Android;30651;yes;no;8;5;128;8;4025;171;2019;225;586,5;274,22;         
Huawei;Android;16,23;yes;no;8;5;128;8;4025;171;2019;455;586,5;177,60;         
Nokia;Android;27729;yes;no;8;5;128;6;4000;171;2019;317;900,87;262,49;         
Huawei;Android;16,23;yes;no;8;5;128;6;4000;171;2019;486;900,58;110,13;         
Sony;Android;45850;yes;no;8;5;256;4;3400;171;2019;354;899,41;337,21;         
Nokia;Windows;15,24;yes;no;13;16;64;4;3300;171;2018;445;299,96;137,87;         
Huawei;Android;45802;yes;no;23;32;32;4;3300;171;2018;436;270;103,24;         
Oppo;Android;30651;yes;no;16;32;32;4;3000;171;2015;835;598,83;211,32;         
HTC;Android;20,55;yes;no;16;25;32;4;3000;171;2015;763;537,98;140,03;         
Gionee;Android;16,33;yes;no;16;20;32;4;3000;171;2015;1083;471,44;93,84;         
Oppo;Android;15,34;yes;no;13;16;32;4;3000;171;2014;607;438,44;134,99;         
Others;Android;15,24;yes;no;13;8;32;4;3000;171;2015;937;171,31;86,35;         
Lenovo;Android;20,32;no;no;13;8;32;4;3000;171;2015;823;201,61;83,82;         
Asus;Android;30651;yes;no;13;8;32;4;3000;171;2015;949;169,15;70,06;         
Nokia;Windows;47392;yes;no;13;8;32;4;3000;171;2015;956;199,76;66,37;         
Huawei;Android;20,32;yes;no;13;8;16;4;3000;171;2015;1025;201,61;66,40;         
Others;Android;45850;no;no;8;5;16;4;3000;171;2017;819;130,94;81,19;         
Honor;Android;15,21;yes;no;13;8;16;2;4500;171;2018;393;180,28;93,65;         
Samsung;Android;26999;yes;no;13;8;16;2;4500;171;2018;628;179,66;78,15;         
